,article_id,feed_article_id,article_group_id,feed_source,title,momentum
41,2757711745,_33435160806,2756241661,moreover,California fire chiefs seek money to prepare for wildfires,85.22
42,2757712614,33435197216,2753993877,moreoverblog,"Samsung Galaxy S9 and S9+ vs. iPhone X, 8 and 8 Plus",45.19
43,2757713310,9.69051E+17,2742180093,gnip_twitter,RT @PhRMA: Researchers like @pfizer's Dr. Absalon are helping develop vaccines for bold new uses. Learn more: https://t.co/mPaG2F5N10 #GoBo...,
44,2757720516,_33435291174,2756226498,moreover,Utility reaches agreement in Texas over proposed wind farms,20.14
45,2757721057,9.69055E+17,2755071603,gnip_twitter,RT @JuddLegum: These banks are financing the assault weapons industry:@BankofAmerica @BMO @BerkshireBank @BBT @CapitalOne @CitizensB...,
46,2757721332,9.69055E+17,2754801462,gnip_twitter,"RT @Merck: ""We don't just want to be successful, we want to be significant."" - Ken Frazier #CIF2018",
47,2757722026,9.69055E+17,2744754269,gnip_twitter,"RT @Merck: Drawing from our passion for #InventingForLife, we continue to embrace today's challenges in HIV treatment. https://t.co/1kbmpdm...",
48,2757720928,_33435298700,2756535672,moreover,MWC: ST Demos Embedded AI Solutions,20.38
49,2757722116,9.69056E+17,2742180093,gnip_twitter,RT @PhRMA: Researchers like @pfizer's Dr. Absalon are helping develop vaccines for bold new uses. Learn more: https://t.co/mPaG2F5N10 #GoBo...,
50,2757725703,9.69058E+17,2737279309,gnip_twitter,RT @JaredLeto: T-minus 56 days 'til the brand new MARS album!!! _Ÿ_€_Ÿ•º_Ÿè» @SpaceX https://t.co/nxt39g7CIa,
51,2757736782,217927_30412,2755678025,opoint,Google sister-company Verily is plotting a move into a fast-growing corner of the health insurance industry,195.87
52,2757736887,9.69062E+17,2754633301,gnip_twitter,RT @bmsnews: Hear from pediatric cancer survivor @StupidCancer's @MatthewZachary at #SXSW2018. #HackChildhoodCancer. https://t.co/jCljv1ieO...,
53,2757737379,9.69063E+17,2752679808,gnip_twitter,"RT @nytimes: Berkshire Hathaway got a $29 billion windfall last year from the new tax law, Warren Buffett wrote in his annual letter to sha...",
54,2757738717,_33435499171,2750429656,moreover,Subway to shake up rewards program,65.73
55,2757804245,9.69093E+17,2731055889,gnip_twitter,"RT @Exposing_thugs: @USMerckProducts THEY dumped that shit off in Africa and Spain, made a huge profit..and those who sold it knowing it wa...",
56,2757804759,9.69094E+17,2754196683,gnip_twitter,"RT @CNBC: Buffett on borrowing money for securities: ""It's insane to risk what you have...for something you don't really need"", ""my partner...",
57,2757809235,103615_9028,2756700580,opoint,Will Musk's satellite broadband dream fly?,194.61
58,2757810239,9.69097E+17,2756202381,gnip_twitter,RT @bmsnews: Take a guess - what percentage of strokes are due to #AFib (a type of irregular heartbeat) not caused by a heart valve problem?,
59,2757742187,9.69065E+17,2731055889,gnip_twitter,"RT @Exposing_thugs: @USMerckProducts THEY dumped that shit off in Africa and Spain, made a huge profit..and those who sold it knowing it wa...",
60,2757772448,75872_190377,2755560894,opoint,Debt-Conscious Millennials Are Ditching Credit Cards,292.61
61,2757745794,_33435563882,2753535254,moreover,Nokia Pushes For Innovative Devices,
62,2757746404,9.69067E+17,2756872636,gnip_twitter,"RT @Benzinga: Regulatory Concern For Celgene's Ozanimod Could Be Big For Arena Pharma, Novartis https://t.co/Q7YUYLaqvf $CELG $ARNA $NVS",
63,2757749083,9.69069E+17,2753507622,gnip_twitter,RT @_metafizik: The @realDonaldTrump / @GOP tax cut earned Warren Buffett's Berkshire Hathaway $29B. Mark my words-initially things will lo...,
64,2757754713,9.69071E+17,2754196683,gnip_twitter,"RT @CNBC: Buffett on borrowing money for securities: ""It's insane to risk what you have...for something you don't really need"", ""my partner...",
65,2757761387,9.69074E+17,2754196683,gnip_twitter,"RT @CNBC: Buffett on borrowing money for securities: ""It's insane to risk what you have...for something you don't really need"", ""my partner...",
66,2757734424,410_4039,2756870367,opoint,Collective health bets employers are fed up with health expenses,67.31
67,2757734173,136739_6120,2756870367,opoint,Collective health bets employers are fed up with health expenses,67.31
68,2757755372,_33435665583,2755382892,moreover,"At some California hospitals, fewer than half of workers get the flu shot",73.6
69,2757714038,217927_30163,2756778429,opoint,Wall Street Poised For Higher Opening,4.64
70,2757765781,9.69076E+17,2755571831,gnip_twitter,RT @MSDInvents: Tomorrow is #RareDiseaseDay! Read more and find out how to get involved: https://t.co/z1i4NL5uue,
71,2757774336,_33435875515,2757774566,moreover,"Eastern Illinois upsets Tennessee State in OVC opener, 73-71",
72,2757775461,9.6908E+17,2756783591,gnip_twitter,RT @GSK: Malaria still has a devastating impact around the world. We headed to Sierra Leone with @thebodycoach and @comicrelief to see how...,
73,2757780856,9.69083E+17,2744973890,gnip_twitter,"RT @MSDforMothers: ""An investment in #maternalhealth is an investment in a country's future.""Last month at #WEF18, we shared our innovati...",
74,2757784219,_33435989973,2756021557,moreover,Making the business case for gender equality,277.34
75,2757792800,140425_2205,2749632927,opoint,Bloomberg Announces Changes To Bloomberg Barclays Indices,11.3
76,2757745790,_33435563870,2753765236,moreover,'Few Phone Makers Will Survive Industry's Brutal Economics',58.35
77,2757796830,9.6909E+17,2732728580,gnip_twitter,RT @sciam: [Sponsored by @BMSNews] TMB is an emerging #biomarker under investigation for its role in selecting appropriate treatments for #...,
78,2757811436,_33436345752,2756501602,moreover,Problem Solvers Caucus offer bipartisan healthcare action items,6.21
79,2757812491,9.69098E+17,2754196683,gnip_twitter,"RT @CNBC: Buffett on borrowing money for securities: ""It's insane to risk what you have...for something you don't really need"", ""my partner...",
80,2757819199,9.69101E+17,2755884747,gnip_twitter,"RT @ets_conference: Presenting Calvin Butler, CEO at @MyBGE Calvin has officially join the class of #ets18 thought leaders! You still have...",
81,2757821112,131472_9568,2748067723,opoint,Trump admin proposes less health insurance for lower premiums,275.97
82,2757690882,_33434982385,2756685288,moreover,BRIEF: HECO seeking bids to add renewable energy on 3 islands,10.62
83,2757827978,9.69105E+17,2730771296,gnip_twitter,"RT @MSDforMothers: We must work together to end preventable deaths during pregnancy &amp; childbirth. With our partners, we're making it happ...",
84,2757832518,9.69106E+17,2730771296,gnip_twitter,"RT @MSDforMothers: We must work together to end preventable deaths during pregnancy &amp; childbirth. With our partners, we're making it happ...",
85,2757834510,_33436636020,2753535254,moreover,FULANI HERDSMEN KILLINGS | Oba Of Lagos Warns Emir Of Kano Over 'Careless Statements',
86,2757834754,9.69108E+17,2737823139,gnip_twitter,RT @newtgingrich: Writing my #newsletter today on the @SpaceX effect and reasserting American leadership in space. Sign up to receive it he...,
87,2757827469,_33436560352,2753765236,moreover,Lagos Assures Arewa Communities Of Inclusion In Governance,58.35
88,2757830254,968_549206,2757208454,opoint,Will the next Warren Buffett be a woman?,248.19
89,2757835555,9.69108E+17,2751697930,gnip_twitter,"RT @utilityreporter: In the fall, @APSfyi told me and its 1M customers hot weather, not rate increase, was driving bills higher. Today, @AP...",
90,2757848087,_33436829872,2757208454,moreover,The next Warren Buffett Will Be a Woman (or Should Be),248.19
91,2757847059,9.69114E+17,2713437817,gnip_twitter,RT @MITREattack: The Enterprise ATT&amp;CK site has been updated! ATT&amp;CK is now up to 188 techniques https://t.co/gMBkx3Xqnr Here's a list of c...,
92,2757848380,_33436831570,2757219004,moreover,How Block 9 could save the Lebanese economy,8.15
93,2757852932,_33436879763,2756700580,moreover,Will Musk's satellite broadband dream fly?,194.61
94,2757870896,9.69123E+17,2730771296,gnip_twitter,"RT @MSDforMothers: We must work together to end preventable deaths during pregnancy &amp; childbirth. With our partners, we're making it happ...",
95,2757886193,9.69129E+17,2754254442,gnip_twitter,RT @pfizer: Could the technology behind gene therapy help patients with genetic diseases? Learn about gene therapy here: https://t.co/lj0lN...,
96,2757888018,_33437285009,2756700580,moreover,SpaceX's Elon Musk dares to go where others failed with space-based web,194.61
97,2757881636,37015_5214209,2757093981,opoint,T Mobile US : pins its 5G strategy on mobile 5G in 2019,11.89
98,2757869303,_33437061078,2756216614,moreover,"Innovators from Starbucks, Microsoft, T-Mobile, and LO3 to Speak at E...",1.16
99,2757868105,33437054638,2757208454,moreoverblog,The Next Warren Buffett Will Be a Woman,248.19
100,2757894884,9.69133E+17,2756734976,gnip_twitter,"RT @WorldNuclear: At #WNFC18 we'll hear from @apsFYI, @EDFofficiel, Uranium Data and @WECNuclear about Fuel Cycle and Nuclear Generation Ec...",
101,2757899609,33437432774,2756587840,moreoverblog,The Use Of Nicotinic Acid In The Treatment Of Heart Disease. Part 3 of 3,
102,2757901837,9.69135E+17,2748212110,gnip_twitter,RT @pfizer: Genetic testing may be medicine's next detective. Our Dr. Freda Lewis-Hall explains how it can help sleuth medical mysteries tm...,
103,2757902626,_33437473883,2747472834,moreover,The car of the future will sell your data,342.31
104,2757905600,_33437508687,2747472834,moreover,The car of the future will sell your data,342.31
105,2757907667,9.69138E+17,2752833617,gnip_twitter,RT @davidshapiro61: Buffett: In our search for new stand-alone businesses the key qualities we seek are durable competitive strengths; able...,
106,2757906242,_33437465279,2755474901,moreover,EÃ©n op drie Europese werknemers ervaart discriminatie,19.93
107,2757907674,9.69138E+17,2730771296,gnip_twitter,"RT @MSDforMothers: We must work together to end preventable deaths during pregnancy &amp; childbirth. With our partners, we're making it happ...",
108,2757724771,_33435344188,2756870437,moreover,Regulators examine Wall St's Volcker rule,172.4
109,2757692039,1436_27075,2757692037,opoint,Not dead yet: Branches remain crucial to banks' growth plans,7.57
110,2757634145,47745_714373,2757284703,opoint,Sexual-Misconduct Probe Inside Bank of America Widens With New Firings -- 2nd UPDATE,168.96
111,2757604373,_33434170471,2757284703,moreover,BANK OF AMERICA : Sexual-Misconduct Probe Inside Bank of America Widens With New Firings -- 2nd UPDATE,168.96
112,2757624216,103324_22003,2757284703,opoint,Bank of America Share News (BAC),168.96
113,2757680626,52044_64951,2757284703,opoint,Sexual-Misconduct Probe Inside Bank of America Widens With New Firings -- 2nd UPDATE,168.96
114,2757612716,_33434306229,2757284703,moreover,Sexual-Misconduct Probe Inside Bank of America Widens With New Firings -- 2nd UPDATE,168.96
115,2757809244,318_2775843,2757809242,opoint,Subpoenas Signal S.E.C. Crackdown on Initial Coin Offerings,470.54
116,2757917532,1588_699462,2747580174,opoint,The car of the future will sell your data,504.94
117,2757721827,217169_12285,2757509481,opoint,UPDATE 2-BlackRock says outside commentaries on index funds could pose risk,8.83
118,2757709352,13378_2011766,2757509481,opoint,UPDATE 2-BlackRock says outside commentaries on index funds could pose risk,8.83
119,2757920018,9.69143E+17,2753200332,gnip_twitter,"RT @genebsperling: $29 billion GOP tax cut ""gift"" to a single investment firm which Buffett has decency to admit ""did not come from anythin...",
120,2757920144,9.69142E+17,2754363326,gnip_twitter,"RT @daveyarmon: New author of @NYTimes ""Corner Office"" column, @DavidGelles, got the story behind @Merck CEO Ken Frazier's decision to resi...",
121,2757920118,33437683347,2756117042,moreoverblog,5G is in Danger of Being Oversold,85.34
122,2757602864,_33434136640,2757519455,moreover,"Banks, retailers point fingers as lawmakers revisit data security bill",18.32
123,2757940791,_33437896787,2755737327,moreover,Seattle-area home market was nation's hottest for 2017 - and cheaper areas from Bellingham to Spokane weren't far behind,212.38
124,2757940790,_33437894949,2755737327,moreover,Seattle-area home market was nation's hottest for 2017 - and cheaper areas from Bellingham to Spokane weren't far behind,212.38
125,2757940789,_33437888446,2755737327,moreover,Seattle-area home market was nation's hottest for 2017 - and cheaper areas from Bellingham to Spokane weren't far behind,212.38
126,2757732088,_33435427838,2757065804,moreover,How some of America's biggest companies commemorated Black History Month,52.25
127,2757854848,_33436899363,2757065804,moreover,How some of America's biggest companies commemorated Black History Month,52.25
128,2757943438,9.6915E+17,2754196683,gnip_twitter,"RT @CNBC: Buffett on borrowing money for securities: ""It's insane to risk what you have...for something you don't really need"", ""my partner...",
129,2757943948,_33437918633,2755737327,moreover,Seattle-area home market was nation's hottest for 2017 - and cheaper areas from Bellingham to Spokane weren't far behind,212.38
130,2757943947,_33437909477,2755737327,moreover,Seattle-area home market was nation's hottest for 2017 - and cheaper areas from Bellingham to Spokane weren't far behind,212.38
131,2757945934,_33437954163,2755737327,moreover,Seattle-area home market was nation's hottest for 2017 - and cheaper areas from Bellingham to Spokane weren't far behind,212.38
132,2757947151,9.69152E+17,2750630597,gnip_twitter,RT @BillNye: From my house this morning. It's the Paz Satellite atop a Falcon 9. Nicely done SpaceX. Fly well Spanish Earth Observer! https...,
133,2757945576,189_1628032,2754117603,opoint,Buffett says tax cuts provide huge boost to US businesses,116.44
134,2757949137,326_2367843,2755737327,opoint,Seattle-area home market was nation's hottest for 2017 - and cheaper areas from Bellingham to Spokane weren't far behind,212.38
135,2757948612,3478_2193546,2757600452,opoint,SEC Launches Cryptocurrency Probe,708.32
136,2757956856,_33438052204,2757251781,moreover,Africa has world's second-fastest banking growth and profitability: McKinsey,93.8
137,2757711714,28328_870542,2757711711,opoint,"PNC Broadway 2018-19 series announced, 'Hamilton'tickets on sale Thursday",28.04
138,2757722822,30835_1028564,2757711711,opoint,"PNC Broadway 2018-19 series announced, 'Hamilton'tickets on sale Thursday",28.04
139,2757711713,119876_1726639,2757711711,opoint,"PNC Broadway 2018-19 series announced, 'Hamilton'tickets on sale Thursday",28.04
140,2757722866,_33435319771,2757711711,moreover,"PNC Broadway 2018-19 series announced, 'Hamilton' tickets on sale Thursday",28.04
141,2757963891,9.69157E+17,2756202381,gnip_twitter,RT @bmsnews: Take a guess - what percentage of strokes are due to #AFib (a type of irregular heartbeat) not caused by a heart valve problem?,
142,2757939889,_33437884229,2757939887,moreover,Peter Lewis wants to give big -- and still wants marijuana legalized,0.85
143,2757968743,9.69159E+17,2756849681,gnip_twitter,RT @MerckVetManual: All Hands on MEC: https://t.co/rwkJngATl1 #VetStudentStories #VetEd https://t.co/FPlirdSODD,
144,2757968748,9.69158E+17,2730771296,gnip_twitter,"RT @MSDforMothers: We must work together to end preventable deaths during pregnancy &amp; childbirth. With our partners, we're making it happ...",
145,2757971955,9.69161E+17,2734271200,gnip_twitter,"RT @fleccas: [PROPOSAL]: DEBATE FOR CHARITY. Ben Shapiro VS. Jimmy Kimmel.  GOAL: Raise $500,000 for St. Jude's Children's Hospital.FOR...",
146,2757632634,_33434654127,2757632632,moreover,Women challenge Turkey traditions for right to work,180.32
147,2757738668,_33435492815,2757632632,moreover,Women stand up for right to work in Turkey,180.32
148,2757774719,_33435861821,2757772131,moreover,African Markets - Factors to watch on March 1,0
149,2757772133,_33435822957,2757772131,moreover,African Markets - Factors to watch on March 1,0
150,2757772134,_33435840968,2757772131,moreover,African Markets - Factors to watch on March 1,0
151,2757982823,9.69165E+17,2755394508,gnip_twitter,RT @MerckVetManual: I treated my first puppy today: https://t.co/8S4FFZ4msM #VetStudentStories #VeterinaryMedicine https://t.co/ILGKTBMPOr,
152,2757985250,9.69165E+17,2754972433,gnip_twitter,"RT @SenWhitehouse: Arizona Public Service utility company goes with bid from First Solar over natural gas; on price it was ""very competitiv...",
153,2757987499,9.69167E+17,2756798613,gnip_twitter,RT @DaveVelazquez: Excellent piece out today from my @Exelon colleague @jeanmedina in @prweek. She nails it: We all need to fight for gende...,
154,2757988687,9.69166E+17,2493063527,gnip_twitter,RT @GSK: Asthma stopping you from family days out? #Rethinkyournormal and see how the Asthma Control Test could help you. https://t.co/YLRS...,
155,2757990738,_33438470612,2756021557,moreover,Making the business case for gender equality,277.34
156,2757992719,9.69167E+17,2744973890,gnip_twitter,"RT @MSDforMothers: ""An investment in #maternalhealth is an investment in a country's future.""Last month at #WEF18, we shared our innovati...",
157,2757786805,_33436010288,2756930677,moreover,Bosch rejects battery cell production; Says investment too risky,23.37
158,2757762066,184914_1246592,2757471867,opoint,How Microsoft's top scientists have built a big business in hacking healthcare' and helped a lot of people along the way (MSFT),411.79
159,2757997723,9.69169E+17,2747058602,gnip_twitter,RT @utcvm: Merck study: #Veterinarians have normal mental health but poor well-being. Our Veterinary Social Work in #Knoxville #Tennessee w...,
160,2758003648,9.69171E+17,2730771296,gnip_twitter,"RT @MSDforMothers: We must work together to end preventable deaths during pregnancy &amp; childbirth. With our partners, we're making it happ...",
161,2757775153,27970_12651,2757775151,opoint,Where IoT Meets The Industrial Complex: IIoT,199.79
162,2757871776,_33437094246,2757775151,moreover,Where IoT Meets The Industrial Complex: IIoT,199.79
163,2757778884,_33435917020,2757149013,moreover,"China, Germany set 11 innovation platforms to strengthen cooperation",53.03
164,2757745720,_33435566088,2757149013,moreover,"å›_å†…è‹±è¯_æ–°é—»: China, Germany set 11 in",53.03
165,2757778885,_33435910656,2757149013,moreover,"China, Germany set 11 innovation platforms to strengthen cooperation",53.03
166,2757827705,_33436539546,2757149013,moreover,"China, Germany set 11 innovation platforms to strengthen cooperation",53.03
167,2757622727,_33434566511,2757149013,moreover,"China, Germany set 11 innovation platforms to strengthen cooperation",53.03
168,2758008026,9.69172E+17,2754196683,gnip_twitter,"RT @CNBC: Buffett on borrowing money for securities: ""It's insane to risk what you have...for something you don't really need"", ""my partner...",
169,2758008787,9.69172E+17,2751749712,gnip_twitter,RT @pfizer: We have more than 70 scientists working together to identify potential treatments for patients. #RareDisease https://t.co/jWW5G...,
170,2757963255,_33438136074,2757845478,moreover,Trump stuns lawmakers with seeming embrace of gun control measures,2183
171,2757973006,_33438263973,2757845478,moreover,Trump stuns lawmakers by embracing gun control,2183
172,2757946308,_33437953368,2757845478,moreover,Trump stuns lawmakers with seeming embrace of gun control measures,2183
173,2757966868,_33438153074,2757845478,moreover,World: Trump stuns lawmakers with seeming embrace of gun control measures,2183
174,2757845480,_33436792225,2757845478,moreover,Trump Stuns Lawmakers With Seeming Embrace of Gun Control,2183
175,2758016850,9.69175E+17,2755691520,gnip_twitter,RT @MerckCanada: We're thrilled to be at the @CancerSociety official launch of the Research Horizons website. Now Canadians have access to...,
176,2758017017,9.69174E+17,2754196683,gnip_twitter,"RT @CNBC: Buffett on borrowing money for securities: ""It's insane to risk what you have...for something you don't really need"", ""my partner...",
177,2758012432,33438695973,2754992276,moreoverblog,"Dear Mr. Allen, please let your big bird take flight soon. Signed, everyone",110.39
178,2758020178,9.69175E+17,2754201708,gnip_twitter,RT @MerckVetManual: Access the MVM when you're on-the-go. Download our FREE app today.Android: https://t.co/2x4jVS6aTciOS: https://t.co/...,
179,2758024880,9.69177E+17,2756799326,gnip_twitter,"RT @thesgconline: Collaborating with @pfizer rare disease unit, Nick Fox, a postdoc fellow, studies the protein and complex defective in Fr...",
180,2758027962,9.69177E+17,2744973890,gnip_twitter,"RT @MSDforMothers: ""An investment in #maternalhealth is an investment in a country's future.""Last month at #WEF18, we shared our innovati...",
181,2757857576,_33436933051,2757857574,moreover,Speeding Up Space,6.08
182,2758029075,_33438835744,2756239977,moreover,IRS online account is worth your while,65.39
183,2757637613,318_2775701,2757637611,opoint,Wells Fargo Is Accused of Harming Fraud Victims by Closing Accounts,392.39
184,2758032044,9.69178E+17,2751933970,gnip_twitter,"RT @MerckVetManual: Effects of weight loss with a moderate-protein, high-fiber diet on body composition, voluntary physical activity, and f...",
185,2758032049,9.69178E+17,2749277965,gnip_twitter,"RT @MerckVetManual: 2 strains of CIV have been identified, H3N8 and H3N2. The H3N8 strain was first identified in the USA in 2004, and the...",
186,2757766173,171445_1958,2757766170,opoint,A Break in the Nuclear Waste Impasse?,21.72
187,2757637655,_33434689724,2757637653,moreover,Exelon's Peach Bottom-3 nuclear unit shut for turbine maintenance,2.09
188,2757984570,126095_11010,2757984568,opoint,Clinics Help Keep Dental Patients Out Of Emergency Room,88.37
189,2757634288,_33434650981,2757637653,moreover,Exelon s Peach Bottom-3 nuclear unit shut for turbine maintenance,2.09
190,2757615650,_33434442394,2757360210,moreover,Judge Says She Blocked Louisiana Pipeline Permit on 'Irreparable Harm' Concern,73.95
191,2758034820,9.6918E+17,2756018432,gnip_twitter,RT @MerckforMothers: Every mother should have the chance to experience moments like this with her child. That's why we're #InventingforLi...,
192,2757775552,27939_564582,2757775550,opoint,Clear Capital's technology provides analytics-driven workflow,25.11
193,2758040911,9.69181E+17,2754196683,gnip_twitter,"RT @CNBC: Buffett on borrowing money for securities: ""It's insane to risk what you have...for something you don't really need"", ""my partner...",
194,2758043133,13395_3224709,2755543669,opoint,2 Reasons Exact Sciences Investors Shouldn't Worry -- and 1 Reason They Should,16.49
195,2757713262,119648_94998,2757540863,opoint,266 Courageous Canines Across America Nominated for Chance to Become Nation's Top Hero Dog,25.27
196,2757834992,33436667616,2757540863,moreoverblog,BECOMING NATION'S TOP HERO DOG,25.27
197,2757593566,33434216675,2757394430,moreoverblog,Mortgage Applications Finally Edge Up Again,64.66
198,2757958242,_33438064430,2757958240,moreover,Senate Democrats want answers from Aetna CEO,176.68
199,2758029483,_33438834834,2757958240,moreover,Aetna CEO under scrutiny from two US Senators,176.68
200,2757987806,_33438429093,2757958240,moreover,Leading Senate Democrats want answers from Aetna CEO,176.68
201,2757961710,30934_435318,2757958240,opoint,Leading Senate Democrats want answers from Aetna CEO,176.68
202,2758006621,_33438575636,2757958240,moreover,Leading Senate Democrats want answers from Aetna CEO,176.68
203,2758032195,_33438847957,2757958240,moreover,Leading Senate Democrats want answers from Aetna CEO,176.68
204,2758015398,114899_337320,2757958240,opoint,Leading Senate Democrats want answers from Aetna CEO,176.68
205,2758015360,152227_62752,2757958240,opoint,Leading Senate Democrats want answers from Aetna CEO,176.68
206,2757992373,_33438482281,2757958240,moreover,Leading Senate Democrats want answers from Aetna CEO,176.68
